,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name
152,Burger King,"2430 north cherry road, rock hill, sc, 29732, us",5.9622891566265075,6.1,2.9145548029709403,4.2,83,230+,6.6,9.3,2.45,3.79,3.79,,sc,29732,York
153,Sonic,"1648 celanese road, rock hill, sc, 29732, us",5.365517241379312,4.87,3.0742249779773725,4.4,59,280+,,,7.8,,3.89,,sc,29732,York
154,McDonald,"1150 e alameda, norman, ok, 73071, us",5.411391304347828,3.99,4.273566861118018,4.4,131,2,6.19,9.79,2.79,2.69,4.19,,ok,73071,Cleveland
155,McDonald,"1551 ann branden blvd., norman, ok, 73071, us",5.227478991596641,3.89,4.091780491924809,4.1,134,1,5.89,9.99,2.69,2.39,3.99,,ok,73071,Cleveland
156,Burger King,"191 north east twelfth street, norman, ok, 73071, us",7.478205128205127,6.29,5.995680013953154,4.4,78,1,6.89,11.79,2.69,3.39,3.69,,ok,73071,Cleveland
157,Sonic,"705 n. porter, norman, ok, 73071, us",4.797777777777778,4.074999999999999,3.0502077443922757,4.6,87,310+,0.0,,7.92,,4.01,,ok,73071,Cleveland
158,McDonald,"1151 s. clearview pkwy, jefferson, la, 70121, us",5.543000000000002,3.55,4.254080707587322,4.2,136,500+,7.13,12.19,2.08,1.99,3.61,,la,70121,Jefferson
159,Wendy,"1129 clearview pkwy, new orleans, la, 70121, us",5.726153846153845,4.87,2.8863346158740666,,85,300+,6.94,0.0,3.04,2.67,0.0,4.4,la,70121,Jefferson
160,Wendy,"3705, jefferson, la, 70121, us",5.733018867924527,4.87,2.859403939011845,,85,370+,6.94,0.0,3.04,2.67,0.0,4.5,la,70121,Jefferson
161,McDonald,"11600 w 95th st, overland park, ks, 66214, us",5.80516393442623,4.49,4.8751629201202755,4.5,143,400+,7.0,12.19,2.59,2.49,4.54,,ks,66214,Johnson
162,McDonald,"11695 gulf fwy, houston, tx, 77034, us",4.925645161290321,3.79,3.848207844701863,4.3,137,800+,5.49,9.69,1.75,1.39,3.21,,tx,77034,Harris
163,Jack in the Box,"11912 galveston rd, ste. a, houston, tx, 77034, us",7.409407894736847,6.61,3.5865265474728,4.6,152,100+,5.61,10.98,3.61,3.24,4.11,,tx,77034,Harris
164,Wendy,"10235 almeda genoa road, south houston, tx, 77034, us",5.698490566037735,4.87,2.865926302378642,,86,410+,6.94,0.0,3.04,2.67,0.0,4.4,tx,77034,Harris
165,Burger King,"1154 edgebrook drive, houston, tx, 77034, us",8.543999999999999,7.79,6.568355501950242,4.6,60,500+,8.03,13.07,3.59,4.19,3.59,,tx,77034,Harris
166,McDonald,"117 america drive, brownsville, tx, 78526, us",5.606062992125986,4.68,3.3416576483164286,4.6,132,500+,5.51,8.3,3.24,3.44,3.89,,tx,78526,Cameron
167,Jack in the Box,"4250 north expressway 77, brownsville, tx, 78526, us",7.072857142857147,6.24,3.452936355695866,4.5,161,370+,5.36,10.23,3.36,2.99,4.36,,tx,78526,Cameron
168,Wendy,"1001 main street, brownsville, tx, 78526, us",5.097358490566039,4.5,2.8155653280944364,,88,370+,7.06,0.0,2.31,1.94,0.0,4.6,tx,78526,Cameron
169,McDonald,"11710 interstate 35 n, san antonio, tx, 78233, us",6.078461538461543,4.85,4.8498728709013905,4.4,144,1,5.55,10.55,2.8,2.45,3.8,,tx,78233,Bexar
170,Jack in the Box,"11615 n. ih 35, san antonio, tx, 78233, us",7.811849315068496,7.425000000000001,3.734891757875651,4.0,146,600+,5.61,11.73,3.74,3.36,4.11,,tx,78233,Bexar
171,Burger King,"8131 pat booker rd, live oak, tx, 78233, us",7.456875000000002,6.255000000000001,5.975102633794253,4.1,80,700+,7.84,12.26,2.05,4.29,3.43,,tx,78233,Bexar
172,McDonald,"1179 battlefield pky, fort oglethorpe, ga, 30742, us",5.315181058495823,4.19,3.4638832778777324,3.7,425,280+,6.11,10.55,2.51,2.15,3.35,,ga,30742,Catoosa
173,McDonald,"11801 w 63rd st, shawnee, ks, 66203-3337, us",6.110902255639103,4.39,5.168488014774443,4.4,148,500+,6.56,12.11,2.86,2.74,4.11,,ks,66203,Johnson
174,McDonald,"1185 vista ave, boise, id, 83705-2430, us",5.176511627906979,3.99,4.677161341974107,4.7,135,1,6.19,10.69,2.39,2.29,3.89,,id,83705,Ada
175,Jack in the Box,"1124 s vista ave, boise, id, 83705, us",7.673529411764707,6.86,3.7586328467390815,4.6,153,600+,6.86,12.49,4.36,3.74,4.11,,id,83705,Ada
176,Jack in the Box,"1302 s orchard st, boise, id, 83705, us",7.673529411764707,6.86,3.7586328467390815,4.4,153,380+,6.86,12.49,4.36,3.74,4.11,,id,83705,Ada
177,Burger King,"4800 overland road, boise, id, 83705, us",8.361282051282052,7.140000000000001,6.195090355288667,4.3,78,600+,7.59,13.19,2.99,4.29,4.29,,id,83705,Ada
178,McDonald,"1198 south hairston road, redan, ga, 30088, us",5.575714285714288,4.49,4.416062030234095,4.0,135,2,6.49,11.59,2.79,2.39,3.99,,ga,30088,DeKalb
179,McDonald,"456 s. stone mountain lithonia rd, stone mountain, ga, 30088, us",5.934160000000006,4.49,4.584571898705488,4.2,139,1,6.69,11.29,2.89,2.79,4.19,,ga,30088,DeKalb
180,Wendy,"1235 s.hairston rd, stone mountain, ga, 30088, us",6.065192307692306,4.99,3.4204360329240835,,88,900+,6.45,0.0,3.28,2.79,0.0,4.0,ga,30088,DeKalb
181,McDonald,"1201 broadway, nashville, tn, 37203-3117, us",4.857614678899089,3.79,3.401083718027568,4.2,123,9,6.29,10.49,2.49,2.29,3.49,,tn,37203,Davidson
182,McDonald,"2700 west end ave, nashville, tn, 37203, us",4.716428571428577,3.79,3.196368590374532,4.5,140,2,6.29,10.49,2.49,2.29,3.49,,tn,37203,Davidson
183,Wendy,"2603 west end ave, nashville, tn, 37203, us",5.610392156862747,4.87,2.9619217137476563,,87,1,7.31,0.0,2.79,2.06,0.0,4.1,tn,37203,Davidson
184,Burger King,"1501 charlotte avenue, nashville, tn, 37203, us",6.067108433734942,6.1,2.9520821853745836,4.2,83,1,6.99,9.55,2.69,4.4,4.05,,tn,37203,Davidson
185,Sonic,"1906 charlotte ave, nashville, tn, 37203, us",4.827777777777779,4.38,2.974048037338176,3.8999999999999995,84,1,7.8,0.0,3.89,,0.0,,tn,37203,Davidson
186,Five Guys,"2018 west end ave, nashville, usa, nashville-davidson, tn, 37203, us",8.592758620689656,8.75,3.3029296259759793,4.7,29,4,13.79,,10.79,9.47,7.55,,tn,37203,Davidson
187,McDonald,"1201 w sugar creek rd, charlotte, nc, 28206, us",5.876999999999998,4.46,4.540231198224746,3.9,141,1,6.65,11.57,2.31,2.25,3.45,,nc,28206,Mecklenburg
188,McDonald,"12100 hwy 144 e, richmond hill, ga, 31324, us",5.422258064516133,3.9400000000000004,3.6563367086403717,4.3,146,280+,4.99,9.89,3.09,2.69,4.19,,ga,31324,Bryan
189,McDonald,"1216 e 15th st s, tulsa, ok, 74120, us",5.170079999999997,3.59,3.844315803052605,4.4,146,1,5.89,10.19,1.99,1.89,3.49,,ok,74120,Tulsa
190,Wendy,"1432 s peoria ave, tulsa, ok, 74120, us",12.318679245283018,8.46,17.08956661050397,,53,600+,,3.01,,,,4.1,ok,74120,Tulsa
191,McDonald,"1217 e hwy 83, mcallen, tx, 78501, us",5.652320000000008,4.43,3.954108372010055,4.6,145,500+,5.67,9.87,2.52,2.26,3.39,,tx,78501,Hidalgo
192,McDonald,"2808 n 10th st, mcallen, tx, 78501, us",5.6278512396694245,4.43,3.9558295107810486,4.6,142,430+,5.49,9.97,2.52,2.02,3.39,,tx,78501,Hidalgo
193,McDonald,"3700 pecan blvd, mcallen, tx, 78501, us",4.822905982905985,3.29,4.087226936921392,4.6,131,500+,5.29,8.69,2.09,1.99,3.19,,tx,78501,Hidalgo
194,Jack in the Box,"3701 pecan blvd, mcallen, tx, 78501, us",7.072857142857147,6.24,3.452936355695866,4.6,161,120+,5.36,10.23,3.36,2.99,4.36,,tx,78501,Hidalgo
195,Burger King,"1101 s 10th st, mcallen, tx, 78501, us",7.594625000000008,5.61,6.194817984362009,4.8,80,75,7.74,12.74,2.36,3.74,3.49,,tx,78501,Hidalgo
196,McDonald,"1225 n valley mills dr, waco, tx, 76710, us",5.802290076335881,3.95,5.33503064728393,4.4,153,800+,5.79,10.88,2.39,2.09,3.39,,tx,76710,McLennan
197,McDonald,"4330 franklin avenue, waco, tx, 76710, us",6.378952380952382,4.67,5.879494134995522,4.4,127,440+,5.79,10.88,2.39,2.09,3.39,,tx,76710,McLennan
198,Jack in the Box,"5125 bosque blvd, waco, tx, 76710, us",7.226038961038962,6.24,3.5740484918168955,4.2,154,600+,6.24,11.85,3.11,2.74,4.11,,tx,76710,McLennan
199,Wendy,"1015 n. valley mills dr., waco, tx, 76710, us",5.7394230769230745,4.99,2.939614321550951,,87,360+,6.7,0.0,2.92,2.67,0.0,4.4,tx,76710,McLennan
200,Burger King,"1210 north valley mills dr., waco, tx, 76710, us",7.826625000000004,6.455,6.147497853547813,4.4,80,260+,7.03,12.53,3.06,3.83,3.7,,tx,76710,McLennan
201,Sonic,"1400 n valley mills dr, waco, tx, 76710, us",4.771052631578949,4.015,2.905582457663617,4.4,71,490+,7.67,,3.89,,0.0,,tx,76710,McLennan
202,McDonald,"1225 s university ave, provo, ut, 84601, us",4.705087719298241,3.89,3.3381437865487085,4.2,130,390+,5.69,9.09,2.69,2.39,3.79,,ut,84601,Utah
203,Wendy,"1066 s. university ave., provo, ut, 84601, us",5.507058823529413,4.87,2.890980764524994,,85,68,6.58,0.0,2.67,2.18,0.0,4.2,ut,84601,Utah
204,Burger King,"1080 south university avenue, provo, ut, 84601, us",4.923508771929829,3.99,2.2147848426079357,4.0,95,130+,7.74,0.0,2.49,4.49,3.99,,ut,84601,Utah
205,McDonald,"1232 e main st, rock hill, sc, 29730, us",5.025350553505533,3.89,3.9762759291284238,4.0,598,260+,6.11,10.09,2.79,2.69,3.89,,sc,29730,York
206,McDonald,"1998 dave lyle blvd, rock hill, sc, 29730, us",4.5134469696969735,3.59,3.2327646504294996,4.2518518518518515,297,180+,5.59,10.19,2.39,2.39,3.29,,sc,29730,York
207,Jack in the Box,"1929 springsteen rd, rock hill, sc, 29730, us",7.165034013605449,6.61,3.429543983916602,3.6999999999999997,147,160+,5.86,11.23,3.74,3.49,4.11,,sc,29730,York
208,Jack in the Box,"895 heckle blvd, rock hill, sc, 29730, us",7.236898734177217,6.550000000000001,3.5075239024779425,4.3,158,190+,5.86,11.23,3.74,3.49,4.11,,sc,29730,York
209,Wendy,"1375 east main street, rock hill, sc, 29730, us",4.162000000000001,3.59,2.2171188511218785,,85,130+,5.29,0.0,1.99,1.69,0.0,3.9,sc,29730,York
210,Burger King,"1371 saluda street, rock hill, sc, 29730, us",5.9622891566265075,6.1,2.9145548029709403,4.2,83,100+,6.6,9.3,2.45,3.79,3.79,,sc,29730,York
211,Five Guys,"1460 meeting blvd, rock hill, sc, 29730, us",8.13758620689655,8.15,3.234761255564219,4.6,29,600+,13.07,,10.43,9.23,7.43,,sc,29730,York
212,Hardees,"2165 mana court, rock hill, sc, 29730, us",8.482045454545453,7.25,5.599528421518049,4.1,90,18,6.64,10.88,5.43,,1.92,,sc,29730,York
213,McDonald,"1245 bardstown rd, louisville, usa, louisville-jefferson county, ky, 40204, us",7.558648648648646,5.12,7.894479909323626,4.5,157,900+,7.63,12.93,3.25,2.66,4.24,,ky,40204,Jefferson
214,McDonald,"1253 mcdade blvd, woodlyn, pa, 19094, us",5.615624999999998,3.89,4.756773254725836,4.3,142,2,6.49,11.79,3.11,2.91,3.89,,pa,19094,Delaware
215,McDonald,"1265 s sandhill rd, orem, ut, 84058, us",5.5765289256198365,4.3,3.7894657620250376,4.1,143,450+,6.24,10.82,2.85,2.32,3.69,,ut,84058,Utah
216,Burger King,"1355 sandhill road, orem, ut, 84058, us",8.336923076923076,7.140000000000001,6.169640164816227,4.4,78,55,7.59,12.89,2.99,4.29,4.29,,ut,84058,Utah
217,McDonald,"1295 millersville pike, lancaster, pa, 17603, us",5.276518518518522,3.89,4.575171531861218,4.5,144,1,6.09,11.29,2.69,2.09,4.51,,pa,17603,Lancaster
218,McDonald,"1755 columbia ave, lancaster, pa, 17603, us",5.511707317073177,3.99,4.782629597361286,4.2,140,170+,5.99,10.79,2.69,2.59,4.19,,pa,17603,Lancaster
219,McDonald,"210 w king st, lancaster, pa, 17603, us",5.222148148148147,3.89,4.476069933784125,4.3,143,1,6.09,11.09,2.32,1.95,4.51,,pa,17603,Lancaster
220,Wendy,"1117 harrisburg pike, lancaster, pa, 17603, us",5.816603773584905,4.87,3.337643470675717,,89,1,7.06,0.0,3.04,2.43,0.0,4.1,pa,17603,Lancaster
221,Burger King,"1298 millersville pike, lancaster, pa, 17603, us",7.565443037974681,5.39,6.0239153753424315,4.1,79,1,6.99,12.19,2.99,3.99,3.49,,pa,17603,Lancaster
222,McDonald,"1300 s richey, pasadena, tx, 77502, us",5.884765625000011,4.19,4.434188723156513,4.5,142,900+,6.09,10.69,2.99,2.89,3.59,,tx,77502,Harris
223,Wendy,"301 w. southmore ave, pasadena, tx, 77502, us",5.698490566037735,4.87,2.865926302378642,,86,260+,6.94,0.0,3.04,2.67,0.0,4.6,tx,77502,Harris
224,Burger King,"1316-a southmore, pasadena, tx, 77502, us",7.46510638297873,6.29,5.664519424261129,4.5,94,500+,6.89,11.69,2.39,3.39,3.19,,tx,77502,Harris
225,McDonald,"1303 charleston hwy, west columbia, sc, 29169, us",5.745203252032525,4.06,4.161957862757805,4.3,146,800+,7.02,10.69,2.99,2.1,4.59,,sc,29169,Lexington
226,McDonald,"2425 sunset blvd, west columbia, sc, 29169, us",5.482222222222218,3.97,4.101001598310763,4.3,290,600+,6.39,11.06,2.49,2.12,4.08,,sc,29169,Lexington
227,Burger King,"3809 sunset blvd, west columbia, sc, 29169, us",7.983368794326251,6.455,5.77474948019619,4.3,282,84,7.81,13.89,3.59,4.26,3.76,,sc,29169,Lexington
228,Hardees,"2499 augusta rd, west columbia, sc, 29169, us",6.400175438596489,4.1,5.285192984319683,4.4,86,390+,7.61,0.0,5.19,,2.89,,sc,29169,Lexington
229,McDonald,"1308 e airport fwy, irving, tx, 75062-4817, us",4.603953488372093,4.07,3.1607379225255188,4.3,144,1,5.27,9.83,1.83,1.59,3.49,,tx,75062,Dallas
230,McDonald,"2410 n story rd, irving, tx, 75062, us",4.356771653543307,3.49,2.8720359268610713,4.4,143,2,5.63,10.09,2.01,1.93,3.79,,tx,75062,Dallas
231,Jack in the Box,"2952 n. belt line rd, irving, tx, 75062, us",7.686601941747547,6.61,4.276464881607333,4.350161812297735,309,900+,5.49,11.48,3.11,2.74,4.49,,tx,75062,Dallas
232,Jack in the Box,"4206 west airport freeway, irving, tx, 75062, us",7.262516129032261,6.61,3.633804297027385,4.4,155,500+,5.49,11.48,3.11,2.74,4.49,,tx,75062,Dallas
233,Jack in the Box,"515 west airport freeway, irving, tx, 75062, us",7.269548387096777,6.61,3.643967235774854,4.3,155,410+,5.49,11.48,3.11,2.74,4.36,,tx,75062,Dallas
234,Burger King,"2525 west airport freeway, irving, tx, 75062, us",7.558617021276603,6.050000000000001,5.8494687158393,4.3,94,390+,7.74,12.74,2.36,3.74,3.49,,tx,75062,Dallas
235,McDonald,"1309 forestdale blvd, birmingham, al, 35214, us",5.889393939393943,4.140000000000001,4.149132942934594,4.2,153,420+,6.39,10.29,4.19,2.49,3.69,,al,35214,Jefferson
236,Burger King,"1484 forestdale blvd, birmingham, al, 35214, us",7.309999999999999,5.79,5.968918651935018,4.1,79,140+,6.89,12.79,2.49,3.39,3.69,,al,35214,Jefferson
237,McDonald,"1320 east nasa parkway, nassau bay, tx, 77058, us",4.764509803921574,3.89,3.312707508099321,4.5,297,900+,5.39,8.29,1.79,1.67,3.19,,tx,77058,Harris
238,McDonald,"2727 bay area blvd, houston, tx, 77058, us",4.746417910447762,3.74,3.56208797627515,4.5,298,1,5.39,8.79,1.79,2.09,2.59,,tx,77058,Harris
239,Wendy,"1702 nasa rd, nassau bay, tx, 77058, us",5.5823319327731085,4.87,2.7245390912168106,,773,260+,6.94,0.0,3.04,2.67,0.0,4.4,tx,77058,Harris
240,Sonic,"2500 bay area blvd, houston, tx, 77058, us",5.043148148148145,4.26,3.0607196709234983,4.466666666666667,261,350+,0.0,,8.77,,4.26,,tx,77058,Harris
241,Five Guys,"1760 nasa pkwy., nassau bay, tx, 77058, us",8.513928571428574,8.925,3.2117188758910857,4.7,28,1,13.45,,10.51,9.17,7.33,,tx,77058,Harris
242,McDonald,"1321 union blvd, allentown, pa, 18109, us",7.272285714285724,4.19,7.804446886492457,4.250324675324675,308,2,7.19,12.29,3.39,3.19,5.09,,pa,18109,Lehigh
243,Wendy,"1871 catasauqua road, allentown, pa, 18109, us",10.181702127659575,7.47,6.485685816243085,,100,1,,7.47,,,,4.0,pa,18109,Lehigh
244,Wendy,"757 union blvd, allentown, pa, 18109, us",5.547254901960785,4.5,2.7474951718499376,,85,500+,7.19,0.0,3.04,2.43,0.0,3.7,pa,18109,Lehigh
245,Sonic,"1753 airport road, allentown, pa, 18109, us",4.896315789473682,3.89,3.1843155267594345,3.5,85,450+,8.41,0.0,4.38,,0.0,,pa,18109,Lehigh
246,Five Guys,"914 airport center dr., allentown, pa, 18109, us",8.816206896551721,9.23,3.3674674959833184,4.6,29,1,13.91,,11.27,9.71,7.19,,pa,18109,Lehigh
247,McDonald,"13255 tegler dr, noblesville, in, 46060, us",5.303333333333337,4.19,4.027338914240856,4.5,146,500+,5.99,10.38,2.59,2.49,3.39,,in,46060,Hamilton
248,McDonald,"1345 e euclid ave, des moines, ia, 50316, us",5.081596638655461,3.99,3.497244048981992,4.5,132,600+,6.19,11.89,3.39,2.99,4.29,,ia,50316,Polk
249,McDonald,"1404, des moines, ia, 50316, us",5.778976377952759,4.99,3.9105395311438604,4.4,142,380+,7.09,11.99,3.69,3.49,4.09,,ia,50316,Polk
250,Wendy,"850 east euclid, des moines, ia, 50316, us",6.165192307692307,5.11,3.7274292493851036,,87,410+,7.31,0.0,2.67,2.06,0.0,4.2,ia,50316,Polk
251,Burger King,"1405 east court avenue, des moines, ia, 50316, us",8.81871794871795,7.074999999999999,6.495004857575882,4.4,78,430+,7.79,14.81,3.24,3.89,4.15,,ia,50316,Polk
252,Hardees,"1449 e euclid ave, des moines, ia, 50316, us",8.418297872340432,6.86,7.235587676039525,4.6,76,81,7.49,0.0,6.49,,3.24,,ia,50316,Polk
253,McDonald,"13609 n i 35, austin, tx, 78753, us",5.1026356589147275,4.07,3.4221253469899944,4.5,150,2,5.77,9.48,2.35,1.99,2.89,,tx,78753,Travis
254,Burger King,"13200 north interstate highway 35, austin, tx, 78753, us",7.056666666666664,5.91,5.803644023423321,4.2,81,140+,6.87,10.74,2.05,4.29,3.15,,tx,78753,Travis
255,Burger King,"9523 north lamar boulevard, austin, tx, 78753, us",7.673037974683547,6.59,5.985244378000009,4.2,79,600+,7.39,12.19,2.69,3.59,3.39,,tx,78753,Travis
256,McDonald,"1375 broadway, boise, id, 83706-3703, us",5.220992366412213,3.99,4.6685898380857624,4.6,137,1,5.99,10.59,2.49,2.29,3.89,,id,83706,Ada
257,McDonald,"510 n orchard st, boise, id, 83706, us",5.208636363636365,3.99,4.647058987295615,4.7,138,800+,6.19,10.59,2.39,2.39,3.99,,id,83706,Ada
258,Jack in the Box,"2611 s broadway ave, boise, id, 83706, us",7.62306666666667,6.86,3.7509493814529433,4.2,150,1,6.86,12.49,4.36,3.74,4.11,,id,83706,Ada
259,Wendy,"1180 broadway, boise, id, 83706, us",6.071851851851852,5.11,3.7215812420280563,,89,600+,7.31,0.0,2.79,2.43,0.0,4.3,id,83706,Ada
260,Burger King,"1121 south broadway, boise, id, 83706, us",8.361282051282052,7.140000000000001,6.195090355288667,4.3,78,500+,7.59,13.19,2.99,4.29,4.29,,id,83706,Ada
261,Sonic,"2145 s. broadway avenue, boise, id, 83706, us",5.190526315789472,4.26,3.081336814614227,4.6,88,700+,8.77,0.0,4.26,,0.0,,id,83706,Ada
262,Sonic,"851 n. orchard, boise, id, 83706, us",5.407647058823527,4.32,3.1829195429053794,4.7,84,500+,8.77,0.0,4.26,,0.0,,id,83706,Ada
263,McDonald,"1389 poplar, memphis, tn, 38104-2007, us",6.2252205882353016,5.19,5.066509264553988,4.1,146,1,6.79,11.99,3.69,3.29,4.49,,tn,38104,Shelby
264,McDonald,"2073 union ave, memphis, tn, 38104, us",6.351287878787887,5.19,5.091822827338419,3.8999999999999995,142,1,6.79,11.99,3.69,2.89,4.59,,tn,38104,Shelby
265,Wendy,"1593 union avenue, memphis, tn, 38104, us",6.110392156862747,4.99,3.473582069741926,,85,1,6.58,0.0,3.28,2.79,0.0,3.9,tn,38104,Shelby
266,Burger King,"1027 union ave, memphis, tn, 38104, us",6.002289156626507,6.1,2.898480418368486,4.2,83,600+,6.85,9.45,2.69,4.15,3.79,,tn,38104,Shelby
267,Burger King,"1330 poplar avenue, memphis, tn, 38104, us",6.002289156626507,6.1,2.898480418368486,4.1,83,600+,6.85,9.45,2.69,4.15,3.79,,tn,38104,Shelby
268,Five Guys,"2100 union ave, memphis, tn, 38104, us",7.628571428571427,7.74,2.709588416670529,4.7,140,4,11.82,,9.42,8.58,7.02,,tn,38104,Shelby
269,McDonald,"139 e dumplin valley rd, kodak, tn, 37764, us",5.329421487603308,4.29,3.8433844196950697,4.2,142,300+,6.19,9.99,3.19,2.49,3.94,,tn,37764,Sevier
270,McDonald,"1400 heartland dr, kernersville, nc, 27284, us",4.9501639344262305,3.74,3.533591491044842,4.4,136,370+,5.39,9.79,2.85,2.21,3.69,,nc,27284,Forsyth
271,McDonald,"1480 jag branch boulevard, kernersville, nc, 27284, us",5.194104477611941,3.89,3.788782975685678,4.6,148,430+,5.89,10.39,2.69,2.3,3.69,,nc,27284,Forsyth
272,McDonald,"840 s main st, kernersville, nc, 27284, us",5.291818181818182,4.07,4.238527084463422,4.5,146,600+,5.39,9.89,2.79,2.59,3.79,,nc,27284,Forsyth
273,Sonic,"528 nelson st, kernersville, nc, 27284, us",4.309230769230766,3.99,1.3940861994012232,4.2,104,180+,,,6.59,,2.39,,nc,27284,Forsyth
274,Five Guys,"827 south main street, kernersville, nc, 27284, us",8.224482758620692,8.03,3.2868511146236505,4.6,29,220+,13.43,,10.43,9.23,7.31,,nc,27284,Forsyth
275,McDonald,"1400 hilcrest rd, mobile, al, 36695, us",4.821854838709682,3.69,3.329207347038237,4.3,139,600+,5.35,8.75,2.09,2.05,2.89,,al,36695,Mobile
276,Sonic,"6450 cottage hill road, mobile, al, 36695, us",5.339736842105263,4.5600000000000005,3.1435736342426943,3.9,88,250+,9.38,0.0,4.38,,0.0,,al,36695,Mobile
277,McDonald,"1414 tilghman st, allentown, pa, 18102, us",6.46955882352942,4.390000000000001,5.449360036312826,4.2,152,3,8.29,12.89,3.89,3.49,4.69,,pa,18102,Lehigh
278,McDonald,"1418 e hwy 190, copperas cove, tx, 76522, us",6.118943661971834,4.34,5.759698948967867,4.3,155,2,5.79,10.88,2.39,2.09,3.39,,tx,76522,Coryell
279,McDonald,"142 s george st, york, pa, 17401, us",6.984531250000016,4.33,6.5960569849739406,3.9000000000000004,298,1,6.99,12.89,2.99,2.59,4.63,,pa,17401,York
280,McDonald,"1430 ne evangeline thwy, lafayette, la, 70501, us",5.618983050847456,4.19,4.636730728344094,4.3,133,240+,5.89,10.39,2.39,2.29,3.29,,la,70501,Lafayette
281,Sonic,"231 west willow street, lafayette, la, 70501, us",4.521944444444447,3.89,1.9872997026177732,4.1,69,40,7.92,,4.26,,0.0,,la,70501,Lafayette
282,McDonald,"1432 s 4th st, allentown, pa, 18103, us",7.3755000000000095,4.34,7.822595598192277,4.1,154,3,7.19,12.29,3.29,3.19,4.99,,pa,18103,Lehigh
283,Wendy,"1980 s 4th st, allentown, pa, 18103, us",5.547254901960785,4.5,2.7474951718499376,,85,1,7.19,0.0,3.04,2.43,0.0,3.9,pa,18103,Lehigh
284,Burger King,"1958 south 4th street, allentown, pa, 18103, us",7.565443037974681,5.39,6.0239153753424315,4.4,79,1,6.99,12.19,2.99,3.99,3.49,,pa,18103,Lehigh
285,McDonald,"1455 n main, springville, ut, 84663, us",4.685789473684205,3.89,3.3433741478513554,4.4,130,130+,5.69,9.09,2.69,2.39,3.89,,ut,84663,Utah
